company_name,owner_name,trade_type,location,website_url,overall_rating,feedback_pct,review_count,years_experience,phone,verification_status,services,profile_url,source_platform
R&G Construction,,Kitchen Fitter,,,,,9,,,,,https://www.mybuilder.com/profile/randgbuilders,mybuilder
PB kitchen and bathroom renovations,,Kitchen Fitter,,,,,447,,,,,https://www.mybuilder.com/profile/pb-kitchen-and-bathroom-renovations,mybuilder
Cristinel Andronic,,Kitchen Fitter,,,,,6,,,,,https://www.mybuilder.com/profile/cristinel_andronic,mybuilder
bilsafe,,Kitchen Fitter,,,,,518,,,,,https://www.mybuilder.com/profile/bilsafe,mybuilder
Sparkshire Electrical,,Kitchen Fitter,,,,,1,,,,,https://www.mybuilder.com/profile/sparkshire_electrical,mybuilder
Jacob's kitchens,,Kitchen Fitter,,,,,5,,,,,https://www.mybuilder.com/profile/jacob-s-kitchens,mybuilder
KT COMPLEX,,Kitchen Fitter,,,,,1,,,,,https://www.mybuilder.com/profile/kt_complex,mybuilder
KB Joinery & Construction,,Kitchen Fitter,"Reading, Berkshire",,,,2,,,,,https://www.mybuilder.com/profile/kb-joinery-construction,mybuilder
Baan Construction,,Kitchen Fitter,,,,,2,15,,,,https://www.mybuilder.com/profile/baan_construction,mybuilder
JNHS,,Kitchen Fitter,,,,,5,,,,,https://www.mybuilder.com/profile/jnhs,mybuilder
Fix it right SG,,Kitchen Fitter,,,,,5,,,,,https://www.mybuilder.com/profile/fix-it-right-sg,mybuilder
Korriku Building Services,,Kitchen Fitter,Reading,,,,3,,,,,https://www.mybuilder.com/profile/korriku_building_services,mybuilder
Martin Ambrose Carpentry Services,,Kitchen Fitter,,,,,207,,,,,https://www.mybuilder.com/profile/martinambrose,mybuilder
Adam Handyman,,Kitchen Fitter,,,,,4,18,,,,https://www.mybuilder.com/profile/adam_handyman,mybuilder
cba refurbishment,,Kitchen Fitter,,,,,51,,,,,https://www.mybuilder.com/profile/cba_refurbishment,mybuilder
Reading Carpenter,,Kitchen Fitter,,,,,8,27,,,,https://www.mybuilder.com/profile/reading_carpenter,mybuilder
DHA building service,,Kitchen Fitter,,,,,52,,,,,https://www.mybuilder.com/profile/dha_building_service,mybuilder
Rejuvenate,,Kitchen Fitter,,,,,93,,,,,https://www.mybuilder.com/profile/rejuvenate,mybuilder
My1plumber & Property Solutions,,Kitchen Fitter,,,,,85,,,,,https://www.mybuilder.com/profile/ekplumbing,mybuilder
Oxford A Kitchen,,Kitchen Fitter,,,,,46,,,,,https://www.mybuilder.com/profile/oxford_paint,mybuilder
Nicholl Property Solutions,,Kitchen Fitter,,,,,9,,,,,https://www.mybuilder.com/profile/adrian_nicholl,mybuilder
PM Oxford Building Services Ltd,,Kitchen Fitter,,,,,60,,,,,https://www.mybuilder.com/profile/marcodi,mybuilder
JRB CONSTRUCTION,,Kitchen Fitter,"Oxford, specializing in loft",,,,1,,,,,https://www.mybuilder.com/profile/jrb-construction,mybuilder
L+D Carpentry,,Kitchen Fitter,"London, covering all areas",,,,2,17,,,,https://www.mybuilder.com/profile/ld_carpentry,mybuilder
M W kitchen and bathrooms,,Kitchen Fitter,,,,,2,,,,,https://www.mybuilder.com/profile/m-w-kitchen-and-bathrooms,mybuilder
Agron sina limited,,Kitchen Fitter,,,,,13,,,,,https://www.mybuilder.com/profile/agronsinalimited,mybuilder
