company_name,owner_name,trade_type,location,website_url,overall_rating,feedback_pct,review_count,years_experience,phone,verification_status,services,profile_url,source_platform
H&M Cleaning Services Ltd,,Cleaner,"Reading, Berkshire, proudly helping",,,,2,,,,,https://www.mybuilder.com/profile/h-m-cleaning-services-ltd,mybuilder
AlexProCleaning,,Cleaner,,,,,19,,,,,https://www.mybuilder.com/profile/alexprocleaning,mybuilder
Swayed,,Cleaner,,,,,7,,,,,https://www.mybuilder.com/profile/swayed,mybuilder
Mountpeak group ltd,,Cleaner,,,,,1,,,,,https://www.mybuilder.com/profile/mountpeak-group-ltd,mybuilder
Quinn services,,Cleaner,,,,,4,,,,,https://www.mybuilder.com/profile/quinn_services,mybuilder
Berkshire Maintenance,,Cleaner,,,,,1,,,,,https://www.mybuilder.com/profile/berkshire_maintenance_ltd,mybuilder
Zarka's courier,,Cleaner,,,,,3,,,,,https://www.mybuilder.com/profile/zarka-s-courier,mybuilder
Wincanton building & renovations,,Cleaner,,,,,1,,,,,https://www.mybuilder.com/profile/wincanton-building-renovations,mybuilder
dazzle dynamics ltd,,Cleaner,,,,,52,,,,,https://www.mybuilder.com/profile/dazzle-dynamics-ltd,mybuilder
ak decor 2,,Cleaner,,,,,51,,,,,https://www.mybuilder.com/profile/ak-decor-2,mybuilder
A Spotless office Ltd,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/a-spotless-office-ltd,mybuilder
titan nest solutions limited,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/titan-nest-solutions-limited,mybuilder
Oxford A Kitchen,,Cleaner,,,,,46,,,,,https://www.mybuilder.com/profile/oxford_paint,mybuilder
MyKlean neighbour,,Cleaner,,,,,3,,,,,https://www.mybuilder.com/profile/myklean-neighbour,mybuilder
AR2 Construction,,Cleaner,Oxford,,,,2,,,,,https://www.mybuilder.com/profile/ar2_construction,mybuilder
garden 8,,Cleaner,,,,,51,,,,,https://www.mybuilder.com/profile/garden-8,mybuilder
Phileos Services Ltd,,Cleaner,,,,,4,,,,,https://www.mybuilder.com/profile/phileos-services-ltd,mybuilder
MCJbuilder,,Cleaner,,,,,2,,,,,https://www.mybuilder.com/profile/mcjbuilder,mybuilder
buerre noisette ltd,,Cleaner,,,,,51,,,,,https://www.mybuilder.com/profile/buerre-noisette-ltd,mybuilder
moeed dogar,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/moeed-dogar,mybuilder
Modestas,,Cleaner,Oxford and surrounding areas,,,,,2,,,,https://www.mybuilder.com/profile/modestas,mybuilder
lemon squeezy cleaning limited,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/lemon-squeezy-cleaning-limited,mybuilder
Harley Johnson Group LTD,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/harley-johnson-group-ltd,mybuilder
UK Cleaning Company Limited,,Cleaner,the heart of Oxford,,,,,,,,,https://www.mybuilder.com/profile/uk-cleaning-company-limited,mybuilder
IRE CLEANING SERVICES LIMITED,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/ire-cleaning-services-limited,mybuilder
Everyday Handyman,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/everyday-handyman-1,mybuilder
a1 property maintenance 1,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/a1-property-maintenance-1,mybuilder
KB Training & Security Services Ltd,,Cleaner,,,,,,,,,,https://www.mybuilder.com/profile/kb-training-security-services-ltd,mybuilder
