company_name,owner_name,trade_type,location,website_url,overall_rating,feedback_pct,review_count,years_experience,phone,verification_status,services,profile_url,source_platform
Smart Heating Services,,Electrician,,,,,12,,,,,https://www.mybuilder.com/profile/total_building_solutions,mybuilder
AMK Electrical & Maintenance Engineer,,Electrician,,,,,104,,,,,https://www.mybuilder.com/profile/amk_electrical_maintenance_engineer,mybuilder
KG Electrical,,Electrician,,,,,29,,,,,https://www.mybuilder.com/profile/kg-electrical-1,mybuilder
Grace Electric,,Electrician,,,,,3,,,,,https://www.mybuilder.com/profile/grace-electric,mybuilder
Leccy Tech Solutions Limited,,Electrician,,,,,16,,,,,https://www.mybuilder.com/profile/leccy-tech-solutions-limited,mybuilder
b handy,,Electrician,,,,,51,,,,,https://www.mybuilder.com/profile/b-handy,mybuilder
donard,,Electrician,,,,,545,,,,,https://www.mybuilder.com/profile/donard,mybuilder
elka gas electrics ltd,,Electrician,,,,,534,,,,,https://www.mybuilder.com/profile/elka_gas_electrics_ltd,mybuilder
vf electrical,,Electrician,,,,,56,,,,,https://www.mybuilder.com/profile/vf-electrical,mybuilder
Ktkservices,,Electrician,,,,,1,,,,,https://www.mybuilder.com/profile/ktkservices,mybuilder
AHN Heating & Electrical,,Electrician,,,,,45,,,,,https://www.mybuilder.com/profile/anazir78,mybuilder
sheriff s electrical ltd,,Electrician,,,,,51,,,,,https://www.mybuilder.com/profile/sheriff-s-electrical-ltd,mybuilder
PM Oxford Building Services Ltd,,Electrician,,,,,60,,,,,https://www.mybuilder.com/profile/marcodi,mybuilder
Rudman Electrical Ltd,,Electrician,,,,,6,,,,,https://www.mybuilder.com/profile/rudman_electrical_ltd,mybuilder
TTM Build,,Electrician,,,,,2,,,,,https://www.mybuilder.com/profile/ttmbd,mybuilder
Link Fix It Electrical and Electronics,,Electrician,,,,,9,,,,,https://www.mybuilder.com/profile/link_fix_it_electrical_and_electronics,mybuilder
J Allen Electrical,,Electrician,,,,,10,,,,,https://www.mybuilder.com/profile/j_allen_electrical,mybuilder
Aaron Lincoln Electrical Services,,Electrician,,,,,1,9,,,,https://www.mybuilder.com/profile/aaron_lincoln_electrical_services,mybuilder
AOC ELECTRICAL,,Electrician,,,,,2,,,,,https://www.mybuilder.com/profile/aoc-electrical,mybuilder
Genc,,Electrician,,,,,41,,,,,https://www.mybuilder.com/profile/genc_84,mybuilder
Oxford Spires Electrical,,Electrician,,,,,8,,,,,https://www.mybuilder.com/profile/oxfordspireselec,mybuilder
Dragon Express Gas Hvac Electric Services LTD,,Electrician,,,,,214,,,,,https://www.mybuilder.com/profile/dragonexpress_gas_electric,mybuilder
GK Building LTD,,Electrician,,,,,9,,,,,https://www.mybuilder.com/profile/kgbconstruction,mybuilder
Acselectricalservices,,Electrician,,,,,412,,,,,https://www.mybuilder.com/profile/acselectricalservices,mybuilder
Dr. Sparky,,Electrician,,,,,248,,,,,https://www.mybuilder.com/profile/dr_sparky,mybuilder
JEM Electrical,,Electrician,,,,,96,,,,,https://www.mybuilder.com/profile/jm_electrics_92,mybuilder
ASW Electrical Ltd,,Electrician,,,,,60,,,,,https://www.mybuilder.com/profile/aswelectrics,mybuilder
JJJ Building Solutions,,Electrician,,,,,90,,,,,https://www.mybuilder.com/profile/jjjhandymen,mybuilder
charlie whitehead,,Electrician,,,,,51,,,,,https://www.mybuilder.com/profile/charlie-whitehead,mybuilder
riverside electrical and pat testing ltd,,Electrician,,,,,510,,,,,https://www.mybuilder.com/profile/riverside-electrical-and-pat-testing-ltd,mybuilder
bear electrical,,Electrician,,,,,536,,,,,https://www.mybuilder.com/profile/bear_electrical,mybuilder
tg electrical 56,,Electrician,,,,,55,,,,,https://www.mybuilder.com/profile/tg_electrical_56,mybuilder
paragon electrical property services,,Electrician,,,,,583,,,,,https://www.mybuilder.com/profile/paragon_electrical_property_services,mybuilder
parker s electrical,,Electrician,,,,,51,,,,,https://www.mybuilder.com/profile/parker-s-electrical,mybuilder
electrician 795,,Electrician,,,,,51,,,,,https://www.mybuilder.com/profile/electrician_795,mybuilder
empire electrical mechanical solutions,,Electrician,,,,,540,,,,,https://www.mybuilder.com/profile/empire_electrical_mechanical_solutions,mybuilder
fs maintenance,,Electrician,,,,,52,,,,,https://www.mybuilder.com/profile/fs_maintenance,mybuilder
reset,,Electrician,,,,,520,,,,,https://www.mybuilder.com/profile/reset,mybuilder
sparkys hutch electrical,,Electrician,,,,,545,,,,,https://www.mybuilder.com/profile/sparkys_hutch_electrical,mybuilder
munroes electrical,,Electrician,,,,,5371,,,,,https://www.mybuilder.com/profile/munroes_electrical,mybuilder
k lawrence electrical,,Electrician,,,,,559,,,,,https://www.mybuilder.com/profile/k_lawrence_electrical,mybuilder
ea sparks,,Electrician,,,,,57,,,,,https://www.mybuilder.com/profile/ea_sparks,mybuilder
